"age","citations_t0","citations_t5","female","grant_success","normalised_score"
11,37,18,0,1,-6.4
12,31,0,0,0,13.7
10,28,17,0,1,-5.2
10,32,54,0,1,-29.3
12,45,42,0,1,-22.7
10,9,4,1,1,-17.9
13,64,92,0,1,-20.5
10,40,79,0,0,40.9
11,44,63,0,1,-6.9
13,42,55,0,1,13.5
8,35,72,0,1,-4.5
9,26,8,0,1,-32.4
11,44,46,1,1,-38.9
11,66,75,1,0,3.2
11,27,13,0,1,-12.9
7,51,41,0,0,33
10,12,0,0,0,29.5
7,52,75,0,0,21.6
13,19,7,0,1,-22.7
10,49,79,1,0,4.1
11,40,75,0,0,44.3
12,55,79,1,1,-24.5
5,23,24,0,0,-5.1
10,36,12,1,0,16.5
12,62,101,0,1,-8.8
13,37,40,1,0,19.3
7,39,0,0,1,-32.9
12,49,90,0,1,-12.6
4,55,49,0,1,1.6
6,26,25,0,0,6
8,39,53,0,1,29.6
5,26,0,0,1,-10.6
8,43,69,0,1,-23.1
8,45,74,0,0,35.5
11,40,58,0,1,-12
11,27,30,1,1,-20.4
13,33,52,1,0,21.2
10,6,39,0,0,13.3
8,38,41,0,0,17.5
10,41,48,0,1,25.6
9,36,33,1,0,0.1
13,23,20,0,1,-51.4
11,40,39,0,1,26.9
11,32,10,0,0,38
7,49,45,0,0,34.8
7,27,0,0,0,10.5
12,30,0,1,1,-44.8
11,37,3,0,0,39.3
9,49,81,0,1,-22.9
12,52,37,0,1,-41.5
10,19,19,0,1,-17.3
18,54,54,1,1,-33
5,26,0,1,0,16.7
15,30,55,0,1,-16.9
15,45,58,0,1,-33.8
8,54,49,0,0,27.9
10,43,47,0,0,23.7
8,6,0,0,0,-27
4,31,20,0,1,5.6
6,14,15,0,1,-2
6,36,23,1,0,-3.6
12,56,67,1,0,-0.2
9,37,41,0,0,53.5
6,39,33,0,0,6.8
12,52,82,0,1,-24.2
5,31,36,0,0,33.7
7,5,0,0,1,-9.9
10,34,31,0,0,8.7
15,23,23,0,1,-0.8
8,35,38,0,0,32.6
9,51,61,0,0,16.7
13,34,52,1,1,-39.3
7,19,0,0,0,10.2
9,35,41,0,1,-31.2
9,48,75,0,0,58.6
11,22,0,0,0,18.5
8,38,48,0,1,-19.7
4,31,69,0,0,3.4
8,19,3,0,1,-12
13,41,49,0,0,21.9
10,52,50,0,1,-2.2
12,37,64,0,0,8.5
13,31,15,1,1,-0.2
16,44,46,1,0,-3.7
9,25,30,0,1,-0.1
7,16,2,0,1,3.6
10,10,15,0,0,17.8
14,25,18,0,0,-2.4
8,45,107,0,0,-10
9,47,55,1,0,11.4
19,66,91,1,1,-25.2
9,26,13,0,0,-1.1
11,0,15,0,1,-21.2
6,12,0,0,0,12.5
7,39,81,1,0,46.7
15,59,73,0,1,-8.5
12,44,49,0,0,4.5
13,39,50,0,0,1.5
11,15,0,0,1,-28.7
8,44,35,0,1,-48.1
9,21,12,0,0,21.8
7,38,28,0,1,-26
10,59,116,0,0,1.1
11,29,36,0,1,-16
6,11,25,0,1,29.1
9,42,42,0,1,8.5
7,10,12,0,0,12.4
3,41,66,1,0,12.8
9,38,38,0,0,7
10,37,44,1,1,-38.3
5,27,41,0,0,9.9
11,63,69,0,0,10.4
8,29,8,0,0,16.1
5,36,19,0,1,-28.1
8,16,7,0,1,-61.6
12,46,35,0,0,21.1
13,36,40,0,0,22.6
3,16,0,0,0,14.8
12,55,67,1,1,-38.7
16,12,0,0,1,-36.8
11,28,27,0,0,1.9
5,20,32,0,1,-1.3
9,32,39,0,0,22.9
7,21,0,0,1,-9.5
12,64,79,0,0,-5.3
5,28,48,1,0,13
6,45,80,1,0,-2.6
7,22,41,0,0,9
11,28,29,0,1,-13.8
9,29,8,0,1,-57.1
12,37,21,0,1,-3.9
10,37,51,0,0,27.7
9,42,30,0,1,-4.6
8,32,60,0,0,23.2
11,40,27,1,0,-16.9
8,34,65,1,0,-7.7
9,52,68,0,0,12.2
12,33,19,0,0,19.7
6,14,18,0,0,28.2
9,19,20,0,0,39.5
11,33,18,0,1,5.9
12,36,84,0,1,-16.5
9,12,0,0,1,-19.3
13,31,2,0,1,-4.4
10,57,63,1,0,36.8
6,30,17,0,0,4.5
11,54,61,1,1,-31.3
15,40,33,0,1,-6.1
5,1,0,0,1,-32.9
10,49,68,0,0,21.3
6,20,26,0,0,-6.4
11,46,55,0,0,24.3
6,29,37,0,0,12.8
4,13,0,0,1,-17.5
4,26,5,1,1,-4
13,20,19,1,1,-18.6
7,58,85,0,0,9.2
7,39,53,1,1,-27.5
9,55,66,0,1,-12.2
15,35,29,0,1,-28.3
2,19,28,0,0,-3.5
11,55,42,0,0,10.1
5,34,78,0,1,26.2
10,0,0,0,1,12.7
14,47,71,1,1,-28.9
7,26,43,0,1,-9
8,40,91,0,0,32.1
10,50,39,0,1,-29.5
8,20,30,0,0,25.2
11,22,4,0,0,25.5
8,29,59,0,1,-14.7
8,30,52,0,1,9.2
5,31,23,0,1,0.1
6,29,28,0,0,4.8
13,57,72,0,1,-12.9
7,41,47,0,1,-31.1
8,42,26,0,1,-42.8
12,42,18,0,1,-27.8
12,68,63,0,1,-49.8
16,31,19,0,1,-26.7
12,26,23,0,1,-48
7,17,0,0,1,42.7
10,44,80,0,0,-0.9
11,31,39,0,0,51
7,35,17,0,0,22.7
10,49,26,1,0,34.4
7,31,38,0,0,37.6
8,35,43,1,1,-24.1
12,28,27,0,1,-21.3
11,40,54,0,0,8
19,33,19,0,1,-5
8,38,55,0,0,-2.3
7,58,93,0,0,18.3
11,30,26,0,1,-31.5
6,23,15,1,0,21.5
12,5,5,0,1,-35.7
5,36,31,0,1,11.9
7,15,10,1,1,-34.1
13,40,46,1,1,-36.2
13,67,113,0,1,-14.4
14,20,8,0,1,-30.9
12,20,37,0,1,-41.7
5,37,21,0,1,-51.9
11,42,60,0,1,-18.8
6,28,14,0,1,-10.9
13,40,29,1,0,-6.3
10,32,17,0,1,-7.5
13,54,75,0,0,28.6
12,48,80,0,0,-15.4
11,33,24,0,1,-18.9
12,37,72,0,1,-6.3
10,43,41,0,0,4.8
13,42,38,0,0,32
7,4,0,1,0,-5
6,27,58,0,0,19.7
8,53,45,0,1,-19.7
10,46,50,1,0,27.2
12,25,13,0,1,-18.5
9,22,18,1,0,14.7
13,54,97,0,0,28.8
8,37,15,0,0,10.5
8,12,34,0,0,22.8
12,49,84,1,0,22.9
13,39,49,0,1,-26.5
9,34,56,0,1,23.2
8,40,68,1,0,-13.2
5,14,4,0,1,-23.4
10,17,33,0,1,-35.1
10,52,40,0,1,12.6
8,43,63,1,0,12.4
6,7,0,0,1,7
7,12,0,0,0,-3.3
6,30,68,0,0,24.1
7,25,28,1,0,1.4
9,22,44,0,1,-40.4
7,53,67,0,0,20.2
12,29,5,1,1,10.8
13,26,20,0,0,0.5
13,18,0,0,1,0.1
7,30,37,0,0,30.5
15,27,25,0,1,3.6
9,8,3,0,0,-2.8
11,42,41,0,1,-46.1
11,38,42,0,1,-26.5
10,33,32,1,0,3.3
7,19,30,0,0,-5.3
7,37,64,0,1,7.8
10,36,60,1,0,9.1
9,57,100,1,1,-15.7
10,41,48,0,1,-12.2
12,11,13,0,1,-34.1
8,47,33,1,0,2.3
10,15,20,0,0,10.4
12,46,72,0,1,-25.4
8,14,27,0,0,39.8
10,38,43,0,0,10.6
8,32,17,0,1,-5.9
12,37,23,0,0,21.1
4,10,26,1,0,-11.9
10,43,61,0,1,-31.3
9,47,72,0,0,-4.1
6,29,12,0,1,-11.5
11,17,15,1,1,-29.9
7,54,47,0,0,31.8
11,35,31,0,1,-0.8
14,57,48,0,1,-27.6
10,27,34,0,0,-7.1
9,24,0,0,1,3.3
12,31,57,1,1,-30.4
19,39,39,0,1,-23.8
14,58,98,0,0,10.3
12,57,57,0,0,26.7
5,27,19,1,0,-1.8
12,18,19,0,1,-20.9
9,13,0,0,1,-17.3
10,9,9,1,0,5.7
10,0,6,0,1,-31.1
8,15,44,0,1,-38.3
7,37,40,0,1,-36.7
6,34,34,0,0,-2.8
10,25,0,0,1,-6
14,26,7,0,1,-35.1
10,8,6,0,1,5.5
13,77,56,0,1,-41.9
7,28,39,0,1,5.1
7,13,0,0,0,8.2
8,48,103,0,1,24.4
10,35,72,0,0,-1.1
13,52,70,1,1,-10.5
8,19,11,0,1,21.6
11,47,44,1,1,-40.8
11,41,75,0,1,-6.4
9,41,57,0,1,-17.1
10,35,48,0,0,-16.5
5,22,21,1,0,33.3
9,45,32,0,1,-6.7
10,42,50,1,1,-38.1
10,25,13,0,0,4
14,32,62,0,1,-0.3
12,26,20,1,1,-45.6
7,31,14,0,0,-21.2
7,59,72,0,0,49.9
8,34,75,0,0,9.9
10,27,0,0,1,-22.4
6,29,54,0,0,5.1
9,11,0,0,1,-28.8
9,31,24,0,0,46.5
13,44,38,0,1,-18.1
3,29,46,1,0,19.7
10,34,26,0,0,20.5
11,36,10,0,0,19.7
5,49,39,0,0,23
9,46,34,0,0,20.5
9,33,36,1,0,29.7
8,16,16,1,1,-51.8
11,50,25,0,0,23
12,36,38,0,0,7.2
10,55,66,0,1,-35.2
7,39,49,1,0,34.5
4,33,38,0,1,13.7
12,34,45,0,1,-7.7
18,39,36,1,0,-19.9
10,6,1,1,1,-21.9
9,6,0,0,1,0.9
6,27,23,1,1,3.8
14,52,58,0,0,-0.5
9,37,46,1,1,-0.8
6,9,6,0,0,23.5
6,18,26,0,0,8.3
9,20,26,0,0,-9.8
9,27,35,0,1,-25.7
11,34,44,0,0,13.7
8,41,51,0,0,3.2
14,46,35,0,1,-26.3
11,30,9,0,1,-32.3
14,28,23,1,1,-30.7
10,32,63,1,1,-11.4
7,19,0,0,0,12.1
8,35,53,1,0,41
9,19,9,0,1,-4.6
11,25,28,0,1,-6.1
12,41,26,0,0,25.2
8,19,7,0,1,-19
9,14,0,0,1,-3.3
10,47,35,0,1,-15.8
5,13,0,0,0,18.5
9,22,21,1,1,-15.9
9,28,58,0,1,-13
7,11,0,0,0,-13.2
6,35,15,1,0,14.7
8,58,72,0,1,-15
16,48,69,0,1,-48.3
5,56,62,0,0,59
11,51,101,0,1,-32.3
11,28,39,0,0,12.8
8,17,0,0,1,18.2
5,35,36,0,0,13.9
7,39,17,0,0,17.1
8,21,54,0,1,-15.2
8,45,32,1,0,-12.6
8,32,30,0,0,34.1
8,44,7,0,1,14.5
10,54,70,1,0,-23.9
8,21,33,0,0,31.7
9,16,0,0,1,-8.6
5,46,99,0,1,10
12,31,28,0,0,-49.7
8,35,39,0,0,41.5
10,53,77,0,0,15.9
10,33,69,0,1,-5.1
13,32,9,0,1,-17.8
10,42,40,1,0,-21.1
2,6,0,0,1,-14.4
15,30,18,0,1,-13.2
2,41,47,0,0,28.8
8,37,31,0,0,-18.5
7,28,6,0,0,53.7
16,37,19,1,1,-20.9
6,45,57,0,0,33.5
7,32,57,0,1,-7.2
4,34,12,0,0,21.8
9,52,40,0,0,18.6
11,12,0,0,1,-20.7
15,40,37,0,1,-31.8
12,60,72,0,0,39.6
11,21,11,0,0,45
5,27,26,1,0,6.4
12,44,35,1,0,6.4
8,40,59,0,1,-17.6
16,43,42,0,0,19.3
6,34,26,0,1,2.6
12,70,90,0,0,36.6
11,32,23,0,1,-0.5
14,38,23,0,0,13.9
8,23,6,0,0,-4.6
10,31,22,0,1,-37.9
13,58,56,0,0,16.3
9,16,2,0,1,-30.3
10,22,22,0,0,-3.9
17,27,31,1,0,10.1
10,26,55,0,1,-35.2
7,37,47,0,0,7.8
13,54,66,0,1,-0.8
9,39,65,0,0,28.8
13,22,32,0,0,30.5
8,20,5,0,1,-17.8
10,11,39,0,0,-12.5
12,19,0,0,1,-23.8
10,27,8,0,0,4.7
9,29,1,0,1,-8.7
10,37,20,1,1,-18.4
8,30,53,0,1,19.9
7,36,46,0,1,-27.8
9,28,60,1,0,3.6
8,52,70,0,0,27.6
8,43,0,0,1,7.7
10,39,23,1,0,7.8
9,46,76,0,0,4
8,14,1,0,0,1.5
9,12,2,0,0,5.2
10,13,25,1,1,-9.4
9,33,31,0,0,20.4
8,31,4,0,0,32.5
3,31,38,1,1,-33.1
0,0,0,0,1,2.8
12,41,47,0,1,-3.1
9,23,15,0,0,28.2
9,46,44,0,0,-12.7
12,48,61,0,1,-8.6
13,49,61,0,1,-27.3
12,35,48,0,0,13
11,6,0,0,1,-20.6
8,35,26,0,1,1.2
11,68,61,1,0,-17
15,44,50,1,0,-17.1
6,31,44,0,0,28.7
8,29,29,0,0,34.6
7,32,33,0,1,-9.9
12,37,71,0,1,-40.4
10,49,74,0,0,51.1
12,24,25,0,1,-14.6
9,24,42,1,0,29.7
7,42,32,0,0,3.8
11,42,38,0,0,34
3,16,24,0,0,27.1
5,39,42,1,0,16.6
10,44,34,1,1,-22.5
9,55,59,0,0,12
12,32,6,1,0,1.1
12,51,47,0,0,27.9
9,42,14,0,0,-16.2
11,35,44,0,1,-34.5
8,58,52,0,1,-26.2
10,47,55,0,0,40.4
6,31,45,0,0,15.9
6,18,27,0,1,22.5
12,27,64,1,0,17
9,46,43,1,0,13
11,53,68,0,0,12.9
7,21,0,0,1,-33.2
10,68,104,1,0,7.4
13,44,44,1,0,-12.6
7,60,86,0,0,11.5
6,39,50,0,0,33.5
11,29,18,0,0,33.1
6,12,0,0,1,-29.3
4,46,106,0,0,14
6,56,92,0,0,21
8,31,43,1,0,7.4
12,24,80,0,1,-22.1
15,34,14,0,0,20.9
6,17,0,0,1,-12.7
10,33,49,0,1,-4.5
8,41,56,0,0,47.4
15,22,0,0,1,-1.6
13,5,0,0,1,-69.2
8,13,0,0,1,-32.4
9,42,48,0,0,-9.1
10,50,61,0,0,53.6
5,12,0,0,1,-22.6
12,27,26,1,1,-47.4
6,38,45,0,0,19.8
7,5,0,0,0,34.4
14,48,19,0,0,2.4
12,48,55,0,0,31.4
7,35,27,1,0,8.6
7,21,40,0,1,-20.9
8,35,4,0,1,10.4
7,37,67,0,1,-1.9
9,11,31,0,0,12.4
6,14,7,0,1,-13
6,23,0,0,1,21.6
12,37,23,0,1,-11.5
7,28,21,0,1,-37.2
9,49,66,0,1,-24.4
12,58,88,0,0,30.5
5,65,77,0,0,36.1
13,55,75,0,1,2
6,3,0,0,1,-39.4
9,35,43,0,1,11.9
9,44,32,1,0,5.4
9,25,10,0,1,-40.8
6,33,30,0,1,19.6
11,26,11,0,1,-6.8
8,24,0,1,1,-14.6
5,6,0,0,1,0.7
10,30,31,0,1,-11
14,30,2,0,0,11.9
13,50,80,0,0,8.5
4,20,37,0,1,-5.1
7,38,47,0,0,1.3
6,20,28,0,1,18.8
15,49,36,1,1,-38
4,27,17,0,1,-13.1
8,9,0,0,1,-17.1
8,31,63,0,1,5.1
14,40,48,0,1,-28.5
12,36,24,0,1,-18.9
14,55,71,0,1,-20.7
7,41,48,0,0,-1.1
8,58,72,0,0,9.7
10,37,23,0,1,-14.9
12,44,42,0,1,-20.6
11,32,37,0,1,-35.5
12,51,77,0,0,2.2
12,40,59,0,1,-30.5
16,21,25,0,1,-44.2
14,33,22,0,1,-10.2
8,27,22,0,1,4.1
6,12,12,0,1,16.9
8,25,23,0,1,-8.7
11,18,19,0,0,34
7,35,9,0,0,-3.7
9,46,52,1,1,-10.7
10,37,47,1,0,5.3
10,54,76,1,0,50
6,41,42,0,0,42
14,40,66,0,0,27.6
11,56,68,0,0,9.6
11,38,6,0,1,1.7
9,28,9,0,1,-5.2
9,48,44,1,1,-31.2
8,18,53,0,1,-13.5
9,49,70,1,0,-12.2
5,29,11,0,0,5.5
7,44,35,0,0,16.7
15,25,48,0,0,3.1
14,29,21,0,0,-27.2
10,43,12,0,1,-39.2
17,46,59,0,1,-14
9,57,75,1,0,12.8
8,16,21,1,0,-10.1
13,33,20,0,0,-1
9,47,68,1,0,62
11,36,12,1,1,-27.6
13,45,51,0,0,-2.9
10,35,17,0,0,0.8
14,34,42,1,1,-53.6
7,29,21,0,0,41.8
10,28,33,0,1,-5.1
5,12,15,0,1,-22.5
8,23,0,0,1,16.1
16,22,0,0,1,-52.4
9,54,66,0,0,22.3
5,25,39,0,0,14.2
12,50,83,0,0,-5.7
14,50,61,0,1,-31.6
12,39,72,0,0,3.3
11,55,90,0,1,-27.3
5,45,45,1,0,30.3
7,47,39,1,0,4.8
9,13,26,1,1,-13.2
7,38,70,0,0,49.7
8,55,35,0,0,-14.3
8,43,70,1,0,-3
10,53,98,0,1,-32.5
5,31,28,1,0,20.9
8,22,15,0,1,-18.8
10,31,51,0,0,17.3
9,15,6,0,0,19.5
8,31,0,0,0,5.5
11,40,43,0,0,1.3
11,40,23,0,1,-18.4
5,9,16,0,1,-13.4
11,30,36,0,0,36.9
14,22,41,1,1,-40.5
9,15,0,0,1,16.9
12,42,50,0,0,22.2
5,41,42,0,0,48.2
7,44,49,0,0,19.7
12,28,19,1,1,-57.6
9,30,24,0,0,2.6
15,50,50,0,0,1.8
9,43,74,0,0,11.8
10,27,18,0,1,-57
12,61,95,1,0,-0.1
11,14,15,0,0,17.1
9,57,103,0,1,-6.5
7,29,56,0,1,-21.4
13,51,87,0,1,-9.3
10,48,24,1,0,-27.3
10,41,46,0,0,-11.2
10,38,31,0,0,31.7
10,36,84,1,0,38
6,56,102,0,0,0.9
2,17,10,0,0,18.2
9,52,39,1,1,-36.4
9,41,58,0,0,62.8
12,35,60,0,0,-2
10,31,24,0,1,-45.6
10,11,5,0,0,27.5
8,20,4,0,1,12.8
8,43,31,0,0,5.7
9,21,11,0,0,19.2
13,53,41,1,0,8.8
11,53,84,0,0,52.7
8,38,64,0,0,26.3
13,35,37,1,0,11.4
4,27,32,0,0,-8.9
11,29,21,0,0,9.8
7,32,28,0,0,53.2
15,23,30,1,1,-48
9,19,34,0,0,12.2
6,15,24,0,0,8.8
8,35,61,0,1,5.2
10,32,40,0,1,-4.1
11,32,36,1,0,7.4
10,33,42,0,1,-37.8
10,25,0,1,1,-21.8
9,37,15,0,1,-27.4
11,39,35,1,1,-9.5
6,40,55,0,1,-18.9
9,31,35,0,1,3.4
4,54,66,0,1,-5.7
7,27,21,0,0,-4.1
14,61,67,0,0,-3.8
12,32,18,0,0,-3.7
10,9,0,0,1,-26.6
14,32,9,0,1,-28.4
13,33,15,0,1,-15.8
16,51,70,0,1,-19.7
12,32,20,1,1,22.6
14,43,80,0,1,-16.1
13,20,8,0,1,-4.4
5,33,46,0,1,16.4
10,38,52,0,1,1.1
10,24,0,0,0,6.5
7,21,38,1,0,20.9
10,32,49,0,0,-1.9
5,25,4,0,0,22
2,22,23,0,1,-26
2,25,26,0,0,29.4
9,48,53,1,1,-5.7
11,40,40,0,0,-2.8
8,43,58,0,1,8.7
6,22,43,0,0,15.5
12,39,58,0,0,-9.8
8,39,58,0,0,49.5
9,29,14,0,1,-38.7
8,28,52,0,1,-62.9
11,45,34,1,0,-8.4
9,46,69,0,0,2
14,36,0,1,0,19.9
11,22,27,1,1,-20.1
4,26,3,0,0,26.7
14,55,45,1,1,-14.8
3,32,42,0,0,39.7
9,44,52,0,0,9.1
13,54,50,0,1,-5.7
10,26,8,0,1,-31.7
9,43,46,0,1,6.6
13,9,0,0,0,8.2
10,20,2,0,1,-18.5
8,30,14,0,0,34.8
13,28,32,1,0,-3.4
12,35,51,0,1,-11.5
9,42,42,0,1,1.9
11,56,100,1,0,54.7
11,44,56,0,0,4.6
11,41,53,0,1,-2.1
5,15,5,0,0,2.8
8,45,52,0,1,-13.8
9,46,108,0,1,-12.4
11,35,63,1,0,9.7
11,63,99,0,1,-66.8
14,48,52,0,0,-7.3
13,49,71,1,0,6
9,48,38,0,0,37.7
12,51,43,0,1,-15.3
11,31,63,0,0,34.1
12,13,25,0,1,-35.1
17,58,89,0,0,20.1
11,47,38,0,1,-16.3
8,48,61,0,0,7.4
10,33,46,1,0,19.7
8,43,55,0,1,-7.3
10,44,55,0,0,50.4
5,47,42,0,0,21.5
5,23,65,0,1,2.8
8,31,39,0,1,32.4
10,35,0,0,1,-17.8
6,0,2,0,1,5.2
14,31,20,0,0,-9.1
13,16,0,0,1,-30.1
10,51,58,0,0,10.2
4,45,53,0,0,56.4
12,60,88,1,0,2.5
6,16,47,0,1,-27.7
12,25,26,0,1,-38.3
13,17,0,1,1,-27.8
9,51,57,1,0,24.6
12,47,52,0,0,6.1
5,37,17,0,1,-25
4,32,47,1,0,13.8
8,29,33,0,1,-25.3
10,44,0,1,0,23.2
12,44,39,0,1,-25.1
9,32,63,0,0,6
10,19,23,0,0,-2.2
7,19,0,0,0,-10.2
13,56,70,0,1,-6.5
12,55,51,0,1,-18.6
12,67,60,0,0,26.9
8,43,33,0,0,13.1
8,46,63,0,0,25.9
8,27,45,1,1,-10.5
9,29,21,0,0,-6.5
10,23,38,0,0,-1.1
13,42,74,0,0,25.6
2,32,17,0,0,41.8
9,60,60,0,0,-1.7
7,22,0,0,1,11.9
12,53,92,1,0,-2
8,23,18,0,1,-6.9
9,20,16,1,0,-12.2
15,50,29,0,0,17.6
7,31,22,0,0,41.9
9,41,95,0,0,5
12,36,18,0,0,-12.6
9,37,34,0,0,6.8
12,43,34,0,0,-15.7
14,42,16,0,0,5
4,20,50,0,0,24.8
11,55,41,0,1,-26
13,38,39,1,0,26.1
10,54,42,1,1,-13.2
8,41,60,0,1,1.2
7,44,55,0,0,16.2
13,63,89,0,1,-6.3
8,34,57,1,1,7.1
12,39,79,0,0,4.4
11,33,29,0,0,-3.2
7,49,9,0,0,46.9
8,32,69,0,0,55.8
13,51,65,0,0,-6.3
13,13,7,0,1,-37.8
12,35,28,0,0,-10.3
11,38,41,0,0,-2.6
4,65,86,1,0,31.2
9,42,26,0,1,11.4
14,23,17,0,0,2.7
8,36,46,0,1,-10.8
12,38,0,0,0,-17.8
8,52,56,0,1,-17.8
2,19,27,0,1,-16.7
10,36,26,1,1,-9.2
6,58,92,0,0,34.8
11,47,29,0,0,-13.9
5,25,50,1,0,44.5
9,28,55,0,1,-16.3
11,43,36,0,0,3.9
11,35,43,0,1,-48.1
10,49,38,0,1,-20.6
9,18,11,0,1,19.3
8,48,79,0,1,-16.5
12,39,34,0,0,65.9
10,35,23,1,0,4.3
12,19,0,1,1,-37.9
11,37,69,0,1,-39
9,39,31,0,0,6.3
9,25,23,0,0,8.8
13,27,12,0,1,-6.6
12,14,0,0,0,-12
12,53,40,1,1,-3.9
6,22,0,0,0,5.6
9,37,39,0,0,26.2
11,52,83,0,0,-15.8
12,30,39,0,1,2.8
12,35,5,0,1,-9.5
11,34,29,0,0,-2.4
12,37,31,0,1,-24.2
7,24,0,0,0,21.4
8,33,45,0,1,12.6
6,39,47,1,1,-13
10,35,33,0,0,48.4
8,34,18,0,0,15.7
5,31,36,0,0,37.3
6,28,27,0,0,1.8
10,35,39,0,0,-20.5
7,44,29,0,0,17.1
7,31,20,0,1,-13.1
13,36,44,0,1,-14.4
6,20,38,0,0,37.1
5,33,44,0,0,31
10,24,23,0,0,19.5
3,34,28,0,1,15.1
5,27,16,0,0,6.1
6,42,21,0,0,22.5
9,30,32,0,0,11.2
11,57,62,0,0,3
12,33,27,0,0,23.8
13,37,45,0,1,-48.1
11,57,96,0,0,20.6
8,29,38,0,1,-16.9
11,19,48,0,0,14.1
13,39,43,0,1,-2.9
9,35,65,0,0,22.8
13,17,31,0,0,37.2
12,42,36,0,0,28.6
6,27,0,1,0,8.8
11,38,50,0,1,-30.6
9,31,20,0,0,9.3
5,20,48,1,0,2
7,22,25,0,1,-4
7,21,31,0,0,28.6
8,37,63,0,1,18
5,29,33,0,1,0.8
10,35,57,0,0,15
12,38,55,0,0,41.2
12,41,51,0,0,29.8
9,44,39,1,0,5.8
9,44,47,0,0,-3.4
14,39,20,0,0,9.4
12,34,61,0,0,10.9
6,54,102,0,1,-28.5
7,50,38,0,0,34.8
9,36,33,0,0,-2.3
10,37,16,0,0,41.2
9,8,0,0,0,-13.8
3,0,0,0,1,1.2
8,12,0,0,1,5.1
9,59,68,0,0,14.7
7,49,51,0,0,22.8
9,35,31,0,0,6.4
10,37,46,0,0,15.3
10,52,48,0,1,3.8
9,26,23,0,1,-24
10,45,48,0,1,-21.9
11,38,21,0,1,-4.6
6,28,12,0,1,18.3
6,23,11,0,1,-2.9
10,38,53,0,0,28.2
6,22,51,0,0,38.2
6,31,47,0,0,6.2
11,39,53,0,1,-8.2
10,46,62,0,0,9.7
7,8,0,0,1,4.8
14,45,44,0,0,-20.9
5,26,62,0,1,-1.3
10,36,47,0,0,14
9,29,0,0,0,23.4
11,40,52,0,1,-0.7
10,17,9,0,0,-3.8
10,33,13,0,0,18.9
8,47,72,0,0,25.3
6,27,47,0,0,-2.3
5,37,41,0,1,-9.8
11,48,61,1,1,-6.6
13,30,40,0,0,11.7
8,49,59,0,0,9
10,52,63,0,1,-40.9
12,48,56,0,0,7
7,29,55,0,1,6.5
13,50,70,1,1,-53
5,48,22,0,0,11.8
13,48,89,0,1,-24.9
12,20,3,0,1,-10.5
8,61,81,1,0,34.8
8,50,77,0,0,46.4
12,37,54,0,0,-12.7
10,26,1,0,1,20.8
2,44,67,0,0,35.8
4,26,28,0,1,-36.9
10,51,116,0,1,-36.4
9,32,12,0,0,17.4
11,29,48,1,0,-12.6
11,38,69,0,1,-51.2
8,34,47,0,0,12.8
12,29,13,0,0,21.4
7,53,106,0,0,54.2
7,35,40,1,0,-6.8
3,22,31,0,1,-2.4
8,8,11,0,1,3.5
8,36,26,0,1,3.8
10,37,45,0,0,3.3
3,29,61,0,0,48.6
12,45,50,1,1,-18.5
14,32,46,0,1,0.8
10,31,0,0,0,10.3
6,41,56,0,1,-31.7
8,45,46,0,1,5.8
12,27,32,0,1,-10.6
9,13,15,1,1,-3.9
6,43,36,0,0,19.5
6,32,20,0,0,44.1
9,31,23,0,1,17
8,38,45,0,0,19.6
3,24,11,0,1,12.5
12,52,38,0,0,23.7
15,37,48,0,0,-33.8
13,38,37,0,1,-30
11,6,6,0,0,-2.5
15,20,24,0,1,-9.2
9,17,30,0,0,-18
12,67,84,0,0,-3.1
9,37,29,0,1,-31.1
13,53,72,1,1,1.2
8,29,40,0,0,5.4
10,34,44,0,0,17.4
14,41,51,0,0,8
6,35,65,0,0,63
6,36,22,0,0,24.3
12,36,15,0,0,5.8
11,33,28,0,1,4.7
13,40,68,1,1,-40.5
11,37,47,0,1,-29.5
8,30,33,0,0,28.2
11,9,17,0,1,8.5
8,28,21,0,1,-9.1
9,25,24,0,1,25
13,47,59,1,1,-8.1
13,69,80,0,0,50.9
7,22,24,0,0,46.8
9,48,41,0,0,13
5,26,50,1,0,48.9
9,34,66,0,1,-23.9
12,49,42,0,1,-7.9
9,37,69,1,0,18.9
6,13,32,0,1,12.2
14,53,69,0,0,60.9
9,24,26,1,1,-21.8
5,15,0,0,0,53.2
8,41,29,0,0,21.9
10,40,34,0,1,-7.5
15,27,0,0,1,-22.1
15,33,20,0,0,-12.7
12,27,26,0,1,-29.5
17,43,45,0,1,-19.7
6,18,16,0,0,6.6
8,22,49,0,1,-22.7
13,31,7,0,0,20
14,43,73,1,0,-19
11,43,76,0,1,-19.9
8,15,27,0,0,15.6
11,23,55,0,1,-46.5
10,16,24,0,1,4.8
11,39,43,1,0,0.2
8,26,33,0,1,-15.2
13,13,0,0,1,-43
8,45,43,1,0,28.6
12,9,0,0,1,-37.3
13,27,22,1,1,-30.9
12,29,8,0,1,-36.7
10,13,7,1,1,-40.3
7,39,70,0,1,6.2
13,37,43,0,1,-52.4
8,43,32,0,1,-21.3
7,38,56,1,0,32.6
12,32,51,0,1,-28.8
10,38,30,0,0,-3.1
7,0,0,0,1,8.8
7,26,0,0,0,28.9
8,26,33,0,1,8
7,28,15,0,0,40.2
8,37,47,0,0,20
3,35,51,0,1,-5.7
4,23,55,0,1,-4.2
